GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,Tier,ROUND,PICK,TEAM,POSITION1,POSITION2,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,PITCHES_TOTAL,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,GROUNDOUTS,FLYOUTS,STRIKE_BALL_PERCENTAGE,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,SWING_FOURTH,SWING_MISS_FOURTH,CHASE_FOURTH,HARD_FOURTH,PRESENT_FASTBALL_GRADE_20_80,PRESENT_CURVE_GRADE_20_80,PRESENT_SLIDER_GRADE_20_80,PRESENT_CHANGE_GRADE_20_80,PRESENT_OTHER_GRADE_20_80,PRESENT_CONTROL_GRADE_20_80,FUTURE_FASTBALL_GRADE_20_80,FUTURE_CURVE_GRADE_20_80,FUTURE_SLIDER_GRADE_20_80,FUTURE_CHANGE_GRADE_20_80,FUTURE_OTHER_GRADE_20_80,FUTURE_CONTROL_GRADE_20_80,FB_PITCH_TYPE,BB_PITCH_TYPE,THIRD_PITCH_TYPE,FOURTH_PITCH_TYPE,COMMENTS,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,AVG Grade
03/09/2018,Karhoff,Cobe,"Karhoff, Cobe",N,5,-,-,-,P,,So.,Ryan Benner,Regis University,Rocky Mountain Athletic Conference,72,180,R,R,Adams State University,Rocky Mountain Athletic Conference,Regis University (Colorado)_AT_Adams State University_03/10/2018,4,,5,2,1,2,7,1,55,2,1,2,84,87,12,1,0,2,73,75,3,1,1,0,76,77,3,0,0,0,0,0,0,0,0,0,40,40,,45,,45,45,40,,50,,50,,,,,,745,533,18,671,43
04/29/2018,Whitlock,Kaleb,"Whitlock, Kaleb",N,5,-,-,-,P,,Jr.,Ryan Benner,New Mexico Highlands,Rocky Mountain Athletic Conference,76,200,R,R,Adams State University,Rocky Mountain Athletic Conference,New Mexico Highlands University_AT_Adams State University_04/29/2018,5,106,8,6,1,6,2,3,51.00%,3,2,2,87,91,28,6,1,2,76,77,2,1,2,0,85,86,11,3,0,1,,,,,,,45,40,,45,,40,45,40,,45,,40,4-Seam,Curveball,Changeup,,Great fastball and curve. Needs to work on his control.,2804,12,109,708,41
02/28/2018,Johnson,Collan,"Johnson, Collan",N,5,-,-,-,P,,Jr.,Ryan Benner,Lubbock Christian University,Heartland Collegiate Athletic Conference,75,175,R,R,Adams State University,Rocky Mountain Athletic Conference,Lubbock Christian University_AT_Adams State University_03/01/2018,5,,5,1,0,4,7,4,52,0,1,4,84,88,15,7,0,4,74,76,8,6,0,1,74,77,2,2,0,0,0,0,0,0,0,0,40,45,,30,,45,45,45,,30,,50,,,,,,750,221,24,1356,36
03/09/2018,Maldonado,David,"Maldonado, David",N,5,-,-,-,P,,So.,Ryan Benner,Adams State University,Rocky Mountain Athletic Conference,75,190,R,R,Regis University,Rocky Mountain Athletic Conference,Regis University (Colorado)_AT_Adams State University_03/10/2018,5,,5,2,0,1,10,4,64,2,2,1,79,83,23,5,0,0,68,70,12,2,0,0,70,74,2,0,0,0,0,0,0,0,0,0,30,25,,30,,45,35,30,,35,,50,,,,,,759,836,27,1358,39
03/10/2018,Isbell,Chris,"Isbell, Chris",N,5,-,-,-,P,,Jr.,Ryan Benner,Regis University,Rocky Mountain Athletic Conference,72,195,R,R,Adams State University,Rocky Mountain Athletic Conference,Regis University (Colorado)_AT_Adams State University_03/11/2018,6,,9,3,0,0,15,2,74,5,4,0,84,87,22,3,0,2,72,74,12,6,0,0,78,81,12,3,0,3,0,0,0,0,0,0,40,40,,45,,55,50,45,,50,,55,,,,,,739,179,36,1464,38
03/15/2018,Cicere,Colin,"Cicere, Colin",N,5,-,-,-,P,,Jr.,Ryan Benner,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,73,170,R,R,Adams State University,Rocky Mountain Athletic Conference,"Adams State University_AT_University of Colorado, Colorado Springs_03/16/2018",6,,4,1,0,3,4,3,58,0,1,1,78,80,9,1,1,2,65,68,10,2,0,2,78,79,3,2,2,0,71,74,12,5,0,0,20,25,30,35,,50,25,30,35,40,,50,,,,,,325,440,42,1609,38
03/16/2018,Brennan,Daniel,"Brennan, Daniel",N,5,-,-,-,P,,RS-Jr.,Ryan Benner,Adams State University,Rocky Mountain Athletic Conference,77,230,R,R,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Adams State University_AT_University of Colorado, Colorado Springs_03/17/2018",4.3,,5,3,0,3,4,3,57,3,0,4,83,87,15,3,0,1,73,79,11,2,0,0,79,80,2,0,0,0,,,,,,,40,45,,45,,50,45,50,,45,,50,,,,,,1146,6,30,1708,46
03/16/2018,Slocum,Joe,"Slocum, Joe",N,5,-,-,-,P,,RS-Jr.,Ryan Benner,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,64,190,R,R,Adams State University,Rocky Mountain Athletic Conference,"Adams State University_AT_University of Colorado, Colorado Springs_03/17/2018",5,,6,1,0,0,7,5,67,4,1,0,82,86,15,2,0,2,68,81,10,2,1,0,77,81,6,0,1,0,,,,,,,40,45,,45,,55,45,50,,50,,55,,,,,,796,26,34,1757,47
03/17/2018,Hansen,Bailey,"Hansen, Bailey",N,5,-,-,-,P,,So.,Ryan Benner,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,77,235,R,R,Adams State University,Rocky Mountain Athletic Conference,"Adams State University_AT_University of Colorado, Colorado Springs_03/18/2018",3,,6,5,0,0,3,1,70,2,2,2,85,90,12,0,0,2,73,78,10,4,2,0,80,83,6,0,0,0,0,0,0,0,0,0,45,45,,45,,55,50,50,,50,,55,,,,,,317,70,51,1777,46
03/01/2018,Johnson,Ryan,"Johnson, Ryan",N,5,-,-,-,P,,Jr.,Ryan Benner,Lubbock Christian University,Heartland Collegiate Athletic Conference,77,216,L,L,Adams State University,Rocky Mountain Athletic Conference,Lubbock Christian University_AT_Adams State University_03/02/2018,5,,9,4,0,2,10,4,62,2,4,3,86,90,28,8,0,2,73,76,9,6,0,0,74,78,1,0,0,0,0,0,0,0,0,0,45,45,,40,,50,50,45,,40,,50,,,,,,850,265,77,1888,41
03/22/2018,Vega,Javi,"Vega, Javi",N,5,-,-,-,P,,Jr.,Ryan Benner,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,72,200,R,R,Adams State University,Rocky Mountain Athletic Conference,Metropolitan State University of Denver_AT_Adams State University_03/23/2018,5.6,,11,7,0,1,6,4,64.00%,5,5,1,81,83,21,4,0,2,72,75,13,9,0,0,77,78,0,0,0,0,,,,,,,30,30,,40,,50,35,30,,45,,50,,,,,,1462,53,91,2055,39
03/23/2018,Crader,Cade,"Crader, Cade",N,5,-,-,-,P,,So.,Ryan Benner,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,75,210,R,R,Adams State University,Rocky Mountain Athletic Conference,Metropolitan State University of Denver_AT_Adams State University_03/24/2018,2,,6,2,0,1,2,2,56.00%,2,4,0,80,83,8,1,0,0,70,73,0,0,0,0,78,79,5,1,0,1,,,,,,,30,40,45,,,45,35,40,45,,,50,,,,,,1417,428,88,2134,44
03/23/2018,Soole,Logan,"Soole, Logan",N,5,-,-,-,P,,So.,Ryan Benner,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,72,185,L,L,Adams State University,Rocky Mountain Athletic Conference,Metropolitan State University of Denver_AT_Adams State University_03/24/2018,5,,4,2,0,1,6,5,60.00%,1,2,1,85,88,25,8,1,2,72,75,13,7,0,0,80,84,3,1,0,0,,,,,,,45,45,,45,,55,50,45,,45,,55,,,,,,1484,566,54,2135,42
03/24/2018,Strube,Beecher,"Strube, Beecher",N,5,-,-,-,P,,Sr.,Ryan Benner,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,77,215,L,L,Adams State University,Rocky Mountain Athletic Conference,Metropolitan State University of Denver_AT_Adams State University_03/25/2018,2,,6,3,0,2,0,0,67.00%,2,2,2,80,83,15,1,0,2,70,73,6,2,1,1,74,75,1,0,0,0,,,,,,,30,35,,35,,45,35,40,,40,,45,,,,,,1401,91,79,2182,36
03/24/2018,Ward,Chance,"Ward, Chance",N,5,-,-,-,P,,Sr.,Ryan Benner,Adams State University,Rocky Mountain Athletic Conference,72,175,L,L,Metropolitan State University of Denver,Rocky Mountain Athletic Conference,Metropolitan State University of Denver_AT_Adams State University_03/25/2018,3.6,,5,5,0,4,4,2,53.00%,1,1,4,77,79,15,3,0,3,68,73,4,2,0,0,76,78,9,3,0,0,,,,,,,20,35,,40,,45,30,40,,45,,45,,,,,,1420,568,108,2191,40
03/08/2018,Thoutt,Brad,"Thoutt, Brad",N,5,-,-,-,P,,RS Sr.,Ryan Benner,Regis University,Rocky Mountain Athletic Conference,77,200,R,R,Adams State University,Rocky Mountain Athletic Conference,Regis University (Colorado)_AT_Adams State University_03/09/2018,6.6,,6,3,0,2,8,7,68,2,3,0,87,90,31,9,0,7,74,77,4,2,0,0,75,77,2,0,0,0,0,0,0,0,0,0,45,45,,40,,50,50,45,,45,,50,,,,,,725,9,30,2977,44
04/13/2018,Burman,Drew,"Burman, Drew",N,5,-,-,-,P,,Sr.,Ryan Benner,Colorado School of Mines,Rocky Mountain Athletic Conference,76,195,R,R,Adams State University,Rocky Mountain Athletic Conference,Colorado School of Mines_AT_Adams State University_04/13/2018,6,70,5,4,1,2,7,4,69,2,2,1,84,87,17,3,0,2,74,77,10,3,3,0,82,83,13,3,0,0,,,,,,,40,40,,45,,45,45,40,,45,,45,,,,,,1911,581,108,3184,42
04/14/2018,Blomster,Tyler,"Blomster, Tyler",N,5,-,-,-,P,,So.,Ryan Benner,Colorado School of Mines,Rocky Mountain Athletic Conference,79,200,R,R,Adams State University,Rocky Mountain Athletic Conference,Colorado School of Mines_AT_Adams State University_04/14/2018,5,94,7,1,0,2,7,2,59,2,3,1,84,87,15,1,0,3,70,73,8,7,3,0,80,82,6,2,0,0,74,76,13,8,3,0,40,40,45,40,,45,45,40,45,40,,45,,,,,,2004,532,18,3219,42
04/14/2018,Englehart,Jake,"Englehart, Jake",N,5,-,-,-,P,,Sr.,Ryan Benner,Colorado School of Mines,Rocky Mountain Athletic Conference,74,195,R,R,Adams State University,Rocky Mountain Athletic Conference,Colorado School of Mines_AT_Adams State University_04/14/2018,4,77,9,3,0,1,5,4,65,5,1,3,83,85,16,2,0,4,76,78,15,5,3,0,73,75,6,2,0,0,,,,,,,35,50,,35,,45,40,50,,35,,45,,,,,,1927,255,57,3229,38
02/10/2018,Shaw,Andrew,"Shaw, Andrew",N,5,-,-,-,P,,Fr.,Ryan Benner,Adams State University,RMAC,,,L,L,Augustana University(South Dakota),NSIC,Augustana University(South Dakota)_at_Adams State University,4,,2,0,0,3,4,4,41,1,1,0,71,79,5,6,0,5,63,67,5,2,0,0,67,70,0,0,0,0,,,,,,,30,30,,30,,50,45,45,,45,,60,,,,,,1,413,109,,34
02/06/2018,Roberts,Travis,"Roberts, Travis",N,5,-,-,-,P,,Fr.,Ryan Hutchinson,Phoenix College,ACCAC,73,180,R,R,Benedictine University at Mesa,California Pacific Conference,Benedictine University at Mesa_at_Phoenix College,2,,2,0,0,2,0,2,57,0,1,1,78,82,10,6,6,2,63,68,3,1,3,1,73,73,1,1,1,0,,,,,,,30,30,,30,,45,40,35,,40,,45,,,,,,38,5,39,,40
02/17/2018,Hull,Nick,"Hull, Nick",N,5,-,-,-,P,,Fr.,Ryan Hutchinson,Grand Canyon University,WAC,72,170,R,R,Texas Christian Universtiy,Big 12,Texas Christian University_AT_Grand Canyon University,5,,4,2,0,1,4,6,65,2,1,1,82,88,16,2,9,3,68,71,6,0,2,2,77,77,2,0,2,1,,,,,,,45,45,,40,,55,55,50,,45,,55,,,,,,362,509,78,,44
02/06/2018,Lundh,Matt,"Lundh, Matt",N,5,-,-,-,P,,So.,Ryan Hutchinson,Phoenix College,ACCAC,73,195,R,R,Benedictine University at Mesa,California Pacific Conference,Benedictine University at Mesa_at_Phoenix College,1,,0,0,0,0,0,1,69,0,0,0,80,84,4,2,2,0,70,74,1,0,0,0,74,76,1,2,1,0,,,,,,,30,45,,45,,50,50,50,,50,,55,,,,,,25,229,79,,41
02/16/2018,Lundin,Mike,"Lundin, Mike",N,5,-,-,-,P,,RS-Sr.,Ryan Hutchinson,Grand Canyon University,WAC,72,220,R,R,Texas Christian Universtiy,Big 12,Texas Christian University_AT_Grand Canyon University,2.7,,2,4,2,6,3,1,47,0,2,0,81,88,18,5,11,2,74,77,2,2,2,0,78,79,2,0,1,1,,,,,,,40,40,,40,,40,45,45,,45,,45,,,,,,359,612,79,,40
01/31/2018,Cordova,Livan,"Cordova, Livan",N,5,-,-,-,P,,So.,Ryan Hutchinson,Phoenix College,ACCAC,71,165,R,R,South Mountian Community College,ACCAC,South Mountian Community College_at_Phoenix College,4.67,,3,1,0,2,2,5,56,0,2,1,78,85,19,6,7,1,70,73,4,1,4,1,66,71,4,1,2,0,,,,,,,30,40,,40,,50,50,50,,50,,50,,,,,,23,108,80,,42
02/05/2018,Moskowitz,Justin,"Moskowitz, Justin",N,5,-,-,-,P,,So.,Ryan Hutchinson,Phoenix College,ACCAC,72,190,L,L,South Mountian Community College,ACCAC,South Mountian Community College_at_Phoenix College,4.67,,2,1,0,4,2,3,54,1,0,1,81,87,16,3,11,2,67,69,5,1,3,2,,,0,0,0,0,,,,,,,40,45,,,,50,55,55,,,,55,,,,,,19,413,109,,45
04/24/2018,Zmuda,Drew,"Zmuda, Drew",N,5,-,-,-,P,,Fr.,Ryan Hutchison,Grand Canyon University,Western Athletic Conference,76,195,R,R,University of New Mexico,Moutain West,University of New Mexico_at_Grand Canyon University_04/24/18,3,60,2,0,1,2,1,4,55.00%,2,0,0,82,88,20,4,12,1,64,73,1,0,1,0,73,75,2,1,1,0,,,,,,,45,50,,45,,40,55,55,,50,,50,4-Seam,Curveball,Changeup,,,2831,572,91,334,43
03/08/2018,Andrews,Josh,"Andrews, Josh",N,5,-,-,-,P,,Jr.,Ryan Hutchison,Grand Canyon University,WAC,71,180,L,L,Penn State University,Big Ten,Penn State University_at_Grand Canyon University,0.7,,0,0,0,1,0,0,38.5,0,0,0,80,83,3,2,0,0,66,68,0,0,0,0,,,,,,,,,,,,,40,40,,,40,45,45,,,,45,,,,,,,801,710,90,1048,43
02/19/2018,Repavich,Jake,"Repavich, Jake",N,5,-,-,-,P,,Sr.,Ryan Hutchison,Grand Canyon University,WAC,72,200,L,L,Washington State,Pac 12,Washington State_at_Grand Canyon Universtiy,2,,6,3,1,2,3,1,74,2,2,2,84,86,18,1,4,3,79,80,1,0,1,0,76,77,4,0,4,0,,,,,,,35,,45,40,,60,50,,50,50,,60,,,,,,786,456,85,1088,38
02/23/2018,Cavallo,Shane,"Cavallo, Shane",N,5,-,-,-,P,,So.,Ryan Hutchison,Phoenix College,ACCAC,73,190,R,R,Scottsdale Community College,ACCAC,Scottsdale Community College_at_Phoenix College,4,,4,3,0,2,4,7,59,1,2,1,74,77,24,1,14,1,67,67,3,1,1,1,72,73,7,3,7,0,,,,,,,20,25,,30,,45,35,30,,35,,45,,,,,,856,1246,72,1157,34
03/02/2018,Wynne,Coen,"Wynne, Coen",N,5,-,-,-,P,,Fr.,Ryan Hutchison,Grand Canyon University,WAC,75,175,R,R,CSUN,Big West Confernece,"California State University, Northridge_AT_Grand Canyon University_03/02/2018",1,,1,0,0,0,1,2,64,0,0,1,82,85,6,0,5,3,69,75,0,0,0,0,79,80,2,0,1,0,,,,,,,30,40,,30,,50,45,45,,45,,50,,,,,,1428,1270,56,1236,41
03/23/2018,Repavich,Jake,"Repavich, Jake",N,5,-,-,-,P,,Sr.,Ryan Hutchison,Grand Canyon University,WAC,72,200,L,L,Chicago State University,WAC,Chicago State University_at_Grand Canyon University,6.7,,8,3,0,2,9,4,64.00%,3,3,2,78,87,26,6,8,7,76,77,6,1,4,0,79,80,7,4,3,1,,,,,,,35,,45,40,,60,50,,50,50,,60,,,,,,786,1270,56,2171,46
03/24/2018,Wynne,Coen,"Wynne, Coen",N,5,-,-,-,P,,Fr.,Ryan Hutchison,Grand Canyon University,WAC,75,175,R,R,Chicago State University,WAC,Chicago State University_at_Grand Canyon University,3,,0,0,0,1,2,6,55.00%,0,0,0,83,89,10,1,3,3,68,75,4,1,3,0,79,80,0,0,0,0,,,,,,,50,45,,40,,50,55,50,,50,,50,,,,,,1428,226,42,2207,46
03/24/2018,Evanko,Evan,"Evanko, Evan",N,5,-,-,-,P,,RS-Sr.,Ryan Hutchison,Grand Canyon University,WAC,76,195,L,L,Chicago State University,WAC,Chicago State University_at_Grand Canyon University,4,,6,2,1,2,3,2,63.00%,0,2,4,83,88,19,3,10,2,69,71,2,2,2,0,75,77,11,6,10,1,,,,,,,45,40,,45,,55,50,45,,50,,60,,,,,,1443,1270,77,2209,44
03/30/2018,Dabovich,RJ,"Dabovich, RJ",N,5,-,-,-,P,,Fr.,Ryan Hutchison,Central Arizona College,ACCAC,75,190,R,R,Phoenix College,ACCAC,Central Arizona College_at_Phoenix College,4,,6,5,0,4,4,5,47,2,3,1,80,83,18,3,5,4,70,74,3,0,3,2,,,,,,,,,,,,,40,40,,,,40,45,45,,,,45,,,,,,1663,663,90,2512,43
03/30/2018,Nelson,Jason,"Nelson, Jason",N,5,-,-,-,P,,Fr.,Ryan Hutchison,Central Arizona College,ACCAC,72,175,R,R,Phoenix College,ACCAC,Central Arizona College_at_Phoenix College,6.33,,1,0,0,4,4,4,59,1,0,0,82,85,20,8,9,1,70,74,3,3,2,2,75,78,2,2,2,0,,,,,,,45,45,,45,,45,50,50,,50,,50,,,,,,1611,100,72,2516,44
03/02/2018,Chapman,Daulton,"Chapman, Daulton",N,5,-,-,-,P,,Jr.,Ryan Hutchison,Grand Canyon University,WAC,77,190,R,R,Valparaiso,Missouri Valley Conference,Valparaiso_at_ Grand Canyon University,1.7,,5,3,0,0,1,2,63,2,1,2,83,87,16,2,3,6,70,75,3,1,3,0,74,78,0,0,0,0,,,,,,,45,40,,40,,50,55,50,,45,,50,,,,,,758,94,78,2830,43
03/06/2018,Lundh,Matt,"Lundh, Matt",N,5,-,-,-,P,,So.,Ryan Hutchison,Phoenix College,ACCAC,73,195,R,R,Glendale Community College,ACCAC,Glendale Community College_at_Phoenix College,7,,1,0,0,1,6,5,70,1,0,0,80,85,27,10,18,0,70,74,10,6,7,0,74,76,4,2,3,0,,,,,,,30,45,,45,,50,50,50,,50,,55,,,,,,25,444,36,2864,44
04/02/2018,Hull,Nick,"Hull, Nick",N,5,-,-,-,P,,Fr.,Ryan Hutchison,Grand Canyon University,WAC,72,170,R,R,"University Nevada, Las Vegas",Mountain West Conference,"University of Nevada, Las Vegas_AT_Grand Canyon University_04/03/2018",5,,4,1,0,0,4,7,64.2,1,0,3,82,88,16,1,9,6,69,71,6,1,4,0,77,78,0,0,0,0,,,,,,,45,45,,40,,55,55,50,,45,,55,,,,,,362,585,34,3650,46
04/07/2018,Evanko,Ethan,"Evanko, Ethan",N,5,-,-,-,P,,RS-Sr.,Ryan Hutchison,Grand Canyon University,WAC,76,195,L,L,Utah Valley University,WAC,Utah Valley University_at_Grand Canyon University,6,,4,1,0,3,6,4,61.3,1,2,1,83,87,19,4,9,4,71,75,7,7,7,0,74,76,6,2,5,0,,,,,,,45,40,,45,,55,50,45,,50,,60,,,,,,1761,613,6,7190,46
02/21/2018,Butler,Jordan,"Butler, Jordan",N,5,-,-,-,P,1B,Fr.,Ryan Owens,University of Florida,Southeastern Conference,72,185,L,L,Bethune-Cookman University,Mid-Eastern Athletic Conference,Bethune-Cookman University_AT_University of Florida_02/21/2018,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245,1246,72,1106,41
02/07/2018,McKinley,Max,"McKinley, Max",N,5,-,-,-,P,,So.,Ryan Owens,Santa Fe Community College,Mid-Florida Conference,74,205,R,R,St Petersburgh College,Suncoast Conference,St. Petersburg University_AT_Santa Fe Community College,3,,3,7,3,2,3,6,,3,1,3,80,86,14,1,2,4,70,73,1,1,1,,76,79,5,,,1,,,,,,,35,40,,50,,40,45,55,,55,,50,,,,,,28,30,116,,41
04/11/2020,Jones,Austin,"Jones, Austin",N,5,-,-,-,P,,Sr.,Samuel Martin,University Wisconsin Whitewater,Wisconsin Intercollegiate Athletic Conference,74,205,R,R,University Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,University Wisconsin Oshkosh _AT_University Wisconsin Whitewater _43201,5.67,96,6,5,0,1,5,3,61.0,2,1,3,86,92,23,3,2,6,72,78,13,5,3,4,75,77,11,4,2,2,,,,,,,50,35,,50,,25,55,40,,55,,30,4-Seam,Curveball,Changeup,,,1330,70,,,40
04/11/2018,Jones,Austin,"Jones, Austin",N,5,-,-,-,P,,Sr.,Samuel_Martin,University Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,74,205,R,R,University Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,University of Wisconsin Oshkosh_AT_University of Wisconsin - Whitewater_4/11/2018,5.67,96,6,5,0,1,5,3,61,2,1,3,86,92,23,3,2,6,72,78,13,5,3,4,75,77,11,4,2,2,,,,,,,50,35,,50,,25,55,40,,55,,30,4-Seam,Curveball,Changeup,,,1883,1270,56,3064,40
04/11/2018,Jones,Austin,"Jones, Austin",N,5,-,-,-,P,,Sr.,Samuel_Martin,University Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,74,205,R,R,University Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,University of Wisconsin Oshkosh_AT_University of Wisconsin - Whitewater_4/11/2018,5.67,96,6,5,0,1,5,3,61,2,1,3,86,92,23,3,2,6,72,78,13,5,3,4,75,77,11,4,2,2,,,,,,,50,35,,50,,25,55,40,,55,,30,4-Seam,Curveball,Changeup,,,1883,1270,56,3064,33
03/10/2018,Gunderson,Grant,"Gunderson, Grant",N,5,-,-,-,P,,Jr.,Samuel_Martin,University of St. Thomas (Minnesota),Minnesota Intercollegiate Athletic Conference,74,230,R,R,University of Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,University of St. Thomas (Minnesota)_AT_University of Wisconsin Oshkosh_03/10/2018,3.33,,3,4,0,2,1,9,65,1,2,0,82,87,20,4,3,8,75,78,8,4,2,0,65,68,3,1,1,0,70,73,0,0,0,0,30,25,35,20,,30,35,30,40,25,,35,,,,,,2389,291,34,8601,32
03/10/2018,Treml,Colan,"Treml, Colan",N,5,-,-,-,P,,Jr.,Samuel_Martin,University of Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,74,200,R,R,University of St. Thomas (Minnesota),Minnesota Intercollegiate Athletic Conference,University of St. Thomas (Minnesota)_AT_University of Wisconsin Oshkosh_03/10/2018,6,,5,1,2,2,6,6,63,3,1,1,80,87,23,2,1,2,75,78,3,2,1,1,70,73,3,1,1,0,75,77,5,2,1,0,30,35,40,25,,50,35,40,45,30,,55,,,,,,2768,1334,34,8601,38
03/10/2018,Gregory,Lucas,"Gregory, Lucas",N,5,-,-,-,P,,Sr.,Samuel_Martin,University of Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,73,210,L,L,University of St. Thomas (Minnesota),Minnesota Intercollegiate Athletic Conference,University of St. Thomas (Minnesota)_AT_University of Wisconsin Oshkosh_03/10/2018,0.33,,3,2,0,0,1,0,83,1,1,1,83,87,4,0,0,3,66,69,1,0,0,0,,,,,,,,,,,,,35,40,35,,,55,40,40,40,,,60,,,,,,2382,106,60,8601,36
03/18/2018,Roberts,Ryan,"Roberts, Ryan",N,5,-,-,-,P,,So.,Samuel_Martin,Harper College,Illinois N4C Conference,72,185,R,R,Highland Community College,NJCAA Region4,Highland Community College_AT_Harper College_03/18/2018,1,,0,0,0,1,2,1,56,0,0,0,84,87,9,3,1,1,72,75,2,0,0,0,,,,,,,,,,,,,25,,,20,,40,25,,,25,,45,,,,,,2668,152,46,8618,31
04/10/2018,Hilburn,Connor,"Hilburn, Connor",N,5,-,-,-,P,1B,Jr.,Samuel_Martin,Lakeland University,Northern Athletic Collegiate Conference,72,210,R,R,Madison Edgewood College,Northern Athletic Collegiate Conference,Edgewood College_AT_Lakeland University_04/10/2018,4.33,86,8,6,1,5,5,3,43,5,2,1,83,87,27,8,2,9,75,78,17,4,2,2,70,75,5,2,1,0,,,,,,,30,35,,,40,25,35,40,,,45,30,4-Seam,Curveball,Palmball,,,2421,615,29,8674,33
04/10/2018,Hilburn,Connor,"Hilburn, Connor",N,5,-,-,-,P,1B,Jr.,Samuel_Martin,Lakeland University,Northern Athletic Collegiate Conference,72,210,R,R,Madison Edgewood College,Northern Athletic Collegiate Conference,Edgewood College_AT_Lakeland University_04/10/2018,4.33,86,8,6,1,5,5,3,43,5,2,1,83,87,27,8,2,9,75,78,17,4,2,2,70,75,5,2,1,0,,,,,,,30,35,,,40,25,35,40,,,45,30,4-Seam,Curveball,Palmball,,,2421,615,29,8674,33
02/24/2018,Hoh,Russell,"Hoh, Russell",N,5,-,-,-,P,,Sr.,Samuel_Martin,North Central College,The College Conference of Illinois and Wisconsin,72,180,R,L,Macmurray College,St.Louis Intercollegiant Athletic Conference,Macmurray College_AT_North Central College,5,,0,0,1,2,7,4,72,0,0,0,79,84,12,0,0,4,70,74,7,2,2,0,70,72,7,1,1,1,,,,,,,30,25,,35,,40,35,30,,40,,50,,,,,,2426,830,10,,40
04/25/2018,Grant,Russell,"Grant, Russell",N,5,-,-,-,P,,So.,Scott Naughton,Palomar College,Pacific Coast,72,170,L,L,Grossmont College,Pacific Coast,Palomar College_AT_Grossmont College_04/26/2018,5,88,6,3,0,1,7,3,65,3,2,1,84,88,27,6,0,2,74,77,6,2,2,1,77,79,7,5,5,0,,,,,,,45,40,,55,,50,60,50,,60,,65,4-seam,Curveball,Changeup,,"Can throw all pitches for strikes at any time, Very good command, pitch to contact type pitcher, a lot of soft contact, Plus changeup",2379,504,88,465,46
02/23/2018,Weems,Avery,"Weems, Avery",N,5,-,-,-,P,,Jr.,Scott Naughton,University of Arizona,Pacific-12 Conference,74,203,L,L,San Diego State University,Mountain West Conference,University of Arizona_at_San Diego State University,2.67,,0,0,0,0,1,2,69,0,0,0,83,87,9,3,0,1,75,78,1,0,0,0,,,,,,,,,,,,,45,35,,,,50,50,45,,,,55,,,,,,2797,145,90,867,39
